Location,Burrito,Date,Neighborhood,Address,URL,Yelp,Google,Chips,Cost,Hunger,Mass (g),Density (g/mL),Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Rec,Reviewer,Notes,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Queso,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini
Taco stand,California,5/6/16,,,,4.5,4.4,0,7.49,3.5,,,19,22,0.73,3.5,4,4,4,3.5,3,4,4.5,3,4.2,Yes,Scott,Less meat than usual,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,California,5/6/16,,,,4.5,4.4,0,7.49,4,,,16.5,25,0.82,4,3.5,4,4,4.5,5,4.5,5,4.5,4.5,Yes,Ricardo,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,California,5/6/16,,,,4.5,4.4,0,7.49,4,,,17,25.5,0.88,3,3,4,3.5,3.5,4,3.5,4,2.5,3.7,Yes,Luis,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,California,5/6/16,,,,4.5,4.4,0,7.49,3,,,17.7,21.5,0.65,4,2,5,5,1,3,5,4,3,4,Yes,Elynn,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,California,5/6/16,,,,4.5,4.4,0,7.49,1,,,20,23.5,0.88,4,3,4,4.5,5,4.5,3,4.5,4,4,Yes,Sandra,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,Carne asada,5/6/16,,,,4.5,4.4,0,7.89,4,,,18,25,0.9,4,2,4,3,4,4,4,3.5,4,3.5,Yes,Brent,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,Shrimp,5/6/16,,,,4.5,4.4,0,8.95,5,,,17,22,0.65,4,4,5,5,5,4,5,5,5,5,Yes,Sankeerth,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,Al pastor,6/6/16,,,,4.5,4.4,0,6.99,3.5,,,18.5,21,0.65,4,3.5,4,3.5,4,5,2.5,4,4.5,3.9,Yes,Scott,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,Al pastor,6/6/16,,,,4.5,4.4,0,6.99,5,,,,,,4,4,4,4,2,3,3,4,3,3.5,Yes,Brad P,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,California ,8/17/16,,,,4.5,4.4,0,7.49,2,,,18.5,21.5,0.68,4,5,4.5,3.5,3.5,2,3.5,4,5,4,Yes,Scott,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,California ,8/17/16,,,,4.5,4.4,0,7.49,2.5,,,16.5,23.5,0.73,3.5,5,4,3,4,4.5,3,3.5,5,4,Yes,TJ,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,Al Pastor,9/16/16,,,,4.5,4.4,0,6.99,4,,,,,,4.5,4,4.5,4.5,4.5,4.5,4.5,5,4,4.5,Yes,Mike,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,California,9/16/16,,,,4.5,4.4,0,7.49,4.1,,,,,,4,4.5,4.5,4.5,4.7,4.5,4.2,4.5,5,4.7,Yes,Luis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,California ,12/29/17,,,,4.5,4.4,0,7.89,4,,,19,23,0.8,4,3,4,4,3,4,3.5,4.3,4.5,4.2,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,California ,12/29/17,,,,4.5,4.4,0,7.89,5,,,20,21.5,0.74,5,5,5,5,4,4,5,5,3,4.5,,Ben S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand Encinitas,California ,10/29/16,Encinitas ,642 S Coast Hwy 101,https://www.yelp.com/biz/the-taco-stand-encinitas,4,4.4,0,7.49,4,,,17.5,23.5,0.77,2,3.5,4.2,4.3,4,2.2,4.5,4,2.2,4.2,Yes,Scott,Much better than the first time we tried this location ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand Encinitas,California ,10/29/16,,,,4,4.4,0,7.49,2,,,18.5,22,0.71,3.8,3.8,4,4.2,3.75,4,4.75,4.4,3.8,4.2,Yes,Emily,Possibly favorite green salsa so far,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand Encinitas,California,6/10/17,,,,4,4.4,0,7.89,4,,,18,21.5,0.66,3,,4,4,4.5,4,4.5,4.5,5,4.5,,Emily,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand Encinitas ,California,6/10/17,,,,4,4.4,0,7.89,4,,,19,22.5,0.77,3,,4.5,4,4.5,4.5,4.5,4.8,3.3,4.7,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Surf PB,California,5/23/16,Pacific Beach,4657 Mission Blvd,https://www.yelp.com/biz/taco-surf-taco-shop-san-diego,4,4.6,0,7.14,3.5,,,20,23,0.84,4,2,4,5,4,2,4,4.5,5,4.4,Yes,Scott,not too much rice,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Surf PB,California,5/23/16,,,,4,4.6,0,7.14,5,,,20.5,24,0.94,4,2,4.5,4,3.5,2,3,4,4,4.1,Yes,Sage,hashbrowns instead of fries; anterior-posterior uniformity is good but medial-lateral is bad,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Surf PB,Carne asada,5/23/16,,,,4,4.6,0,6.02,3.2,,,19.5,20.5,0.65,4.5,2,3.3,3.4,4.5,4.5,3.8,3.7,5,3.7,Yes,Dan,one hot side and one cold side from the guac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Carnitas,9/26/16,UTC,9500 Gilman Dr,https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,0,5.99,2.5,,,18.5,20,0.59,3.2,3.8,4.5,2.8,4,2,1.8,3.5,5,4,Yes,Scott,Carnitas very good,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Al pastor,9/29/16,,,,3.5,3.5,0,5.99,4,,,18,20,0.57,3.5,3.5,2,3,4.5,4.5,3,3,5,3.2,No,Scott,get the carnitas,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Chicken and rice,10/12/16,,,,3.5,3.5,0,4.95,3,,,,,,3.5,5,4,4,3.78,5,,4.7,5,4.2,yes,Sage,chicken and rice burrito. simple and delicious. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,California ,10/17/16,,,,3.5,3.5,0,6.99,3.5,,,19,20,0.6,3,3,3,3,3.7,3.5,3.8,3,5,3.5,Yes,Scott,Pretty decent,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Breakfast,10/18/16,,,,3.5,3.5,0,4.99,4,,,,,,4.5,5,3,3,3,2.5,0,2.5,5,3,yes,Sage,pretty standard breakfast burrito. eggs and cheese. great tortilla! morning protein!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Carnitas,10/27/16,,,,3.5,3.5,0,5.95,3,,,18,20,0.57,4,3,4,3,4,2,3.5,3,5,3.9,Yes,Scott,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Tejano,10/27/16,,,,3.5,3.5,0,6.99,3.5,,,19,21,0.67,2,5,4.2,3,4.7,5,3.7,4.2,5,4,Yes,Sage,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Al pastor,10/27/16,,,,3.5,3.5,0,,4.5,,,,,,3,4,4,4,4,4,4,4,3,4,Yes,Marc,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Shrimp with guac,10/27/16,,,,3.5,3.5,0,,2,,,,,,2,4,3,4,4,4,3,4,4,3,Yes,Jeremy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Bean & cheese,10/27/16,,,,3.5,3.5,0,,3,,,,,,5,5,,3,2,2,,1,5,2,No,Shijia,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Chicken,1/10/17,,,,3.5,3.5,0,4.99,3.5,,,18.5,22.5,0.75,2.5,4.5,3,2.5,3,3,2,2,4,3,,Scott,Somehow way better when it was leftover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Pollo asado,1/20/17,,,,3.5,3.5,0,5.99,4.5,,,18.5,21,0.65,2,4,2.5,3.5,4.5,3,2,1.5,3.4,3.1,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Al pastor,1/20/17,,,,3.5,3.5,0,6.99,3.5,,,18.5,20.5,0.62,2.5,4.5,4,4,2,3,3,3,4,3,,Ricardo ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,California,2/21/17,,,,3.5,3.5,0,,4.3,,,18.5,21.5,0.68,3,3,3.5,4,3,1.5,3.8,4,5,4,,Scott,Salsa much better this time than before,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Carnitas,4/25/17,,,,3.5,3.5,0,5.99,4,450,0.703125,20,20,0.64,2,4.5,4.5,3,3.8,4.4,2.5,3.5,3,4,,Scott,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Carnitas,4/25/17,,,,3.5,3.5,0,5.99,4,,,18.5,20,0.59,4,4,4,3,4,3.5,2.5,3.5,5,3.5,,Richard,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Carne asada,7/12/17,,,,3.5,3.5,0,6.99,3,,,,,,3,4.5,2,3,2.5,4,2,2,4,2,,Richard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco VIlla,California,7/19/17,,,,3.5,3.5,0,6.99,4,,,20.5,21.5,0.75,4,,3.5,3.5,3.5,3.5,3.5,3.5,5,3.7,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Carnitas,8/25/17,,,,3.5,3.5,0,5.99,2,,,20,21.5,0.74,2,2.5,4,3,4,3.5,3,3,5,3.8,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Villa,Carne asada,8/25/17,,,,3.5,3.5,0,6.99,3.5,,,,,,4,4,4,4.5,4,3.5,4,4,4,4.3,,Nuttida,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacos La Bala,Pastor,9/5/16,Houston,5800 Bellaire Blvd,tacoslabala.com,4.5,4.1,0,4.99,3.5,,,,,,2.5,2.5,4,2.5,1,1,2,4,0,2.5,No,Scott,Everything is in spanish. Get a taco or sope,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacos La Bala,Barbacoa ,9/5/16,,,,4.5,4.1,0,4.99,2.5,,,16.5,22,0.64,2,2.5,3.5,2,3,2.5,2,2.5,2.5,2.4,No,Emily,"Burritos cut in half, felt like a wrap instead of a burrito",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacos por favor,Carne asada,6/11/16,Santa Monica,1408 Olympic Blvd,https://www.yelp.com/biz/el-dorado-mexican-food-temecula,4,4.1,1,7.85,3,,,16.5,20.5,0.55,3,4.5,4.5,3.5,3.5,3.5,1,4,1,3.5,Yes,Scott,,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacos por favor,Al pastor,6/11/16,,,,4,4.1,0,6.85,4,,,15.5,21,0.54,3,5,4,3,5,4,3,4,3,4,Yes,Christian,,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacos por favor,Carne asada,6/11/16,,,,4,4.1,0,6.85,4,,,18,,,4,5,3.5,3,4,4,3,3,3,3.5,,Sam H,,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony's Fresh Mexican Food,Chile verde pork,2/11/16,Miramar,7122 Miramar Rd,https://www.yelp.com/biz/tonys-fresh-mexican-food-san-diego,3,4.1,1,6.95,2,,,,,,3,4,4,3,4,4,1,2,1,3,,Marc,,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony's Fresh Mexican Food,California,2/11/16,,,,3,4.1,0,6.25,3.5,,,,,,3,3.5,3.5,4,2,3.5,1,4,4,3.9,,Scott,,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony's Fresh Mexican Food,battered fish ,2/11/16,,,,3,4.1,0,6.99,3,,,,,,3,1,1.5,2.5,4,4,3,4.5,5,2,,Nicole,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony's Fresh Mexican Food,California,2/11/16,,,,3,4.1,0,6.25,3,,,,,,4,,2,2,4,4,,3,4,2.75,,Cris,"to-go, no guac or sour cream, fries are a small and underdone",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentines Mexican Food,California ,10/1/16,Downtown,1157 Sixth Ave,https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4,4,1,7.9,4,,,20,22,0.77,4,4,4,4,4.5,4,4,4,2.5,4.2,Yes,Scott,Best horchata. Fries are great. Chips are really good,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentines Mexican Food,California Chipotle,10/1/16,,,,4,4,0,7.9,3,,,18.5,22,0.71,4,4,3.5,4.5,4,3.5,2.5,4,1.5,4,Yes,Emily,"Chips really good, really good but a little bit spicy chipotle. Very good horchata",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentines Mexican Food,Carne asada,11/16/16,,,,4,4,0,6.75,3,,,18,21.5,0.66,4.5,4.7,4.5,3.5,4,4.5,4.5,3.5,5,4.2,Yes,Scott,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentines Mexican Food,Pork california,11/16/16,,,,4,4,0,7.9,4,,,19,22,0.73,5,5,4,5,5,3,4,5,3,5,Yes,Justin K,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentines Mexican Food,California,11/16/16,,,,4,4,0,7.9,4,,,20,22,0.77,3,5,5,4,5,4,3,5,2,4.5,Yes,Shreejoy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentines Mexican Food,California,11/16/16,,,,4,4,0,7.9,4,,,20,21.5,0.74,4,4,3,4,4,4,3,3,4,4,Yes,@synapticlee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentines Mexican Food,California,11/16/16,,,,4,4,0,7.9,3.5,,,,,,4,3.5,4.7,4,4.5,4.5,4.5,4,3.5,4.7,Yes,@danjlurie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentines Mexican Food,Carne asada,8/7/17,,,,4,4,0,6.75,4,,,19.5,21,0.68,4,4.5,3.5,3.5,4.5,4.5,3,3.5,4,3.9,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentines Mexican Food,California,8/7/17,,,,4,4,0,7.9,4,,,22,25,1.09,4,5,5,5,5,5,5,4,3.5,4.8,,Simon,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta express,Quesaburro,3/21/16,Clairemont,4277 Genesee Ave,http://www.vallartaexpress.com/menu/,3.5,4,0,6.95,3.5,,,,,,3,4,3.5,4,4,4,3.5,4.5,4.5,4.1,,Scott,,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta express,Philly ,3/21/16,,,,3.5,4,0,6.95,4,,,,,,3,4.5,4,3,3,2,4,2,4.5,3,,Torben,Guac chips have lots of cheese,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Vallarta express,Carne asada,3/21/16,,,,3.5,4,0,6.5,3.5,,,,,,3.75,5,3,3,4.5,4.5,3.5,3,4.5,3.25,,Ricardo,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta express,Quesa,3/21/16,,,,3.5,4,0,6.95,4.5,,,,,,2,5,3.5,4,2.5,5,3.5,2.5,4,3.75,,Alex,Heart-stopping amount of cheese. Second tortilla of cheese,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta express,Surf and turf,3/21/16,,,,3.5,4,0,7.65,3,,,,,,2,4,3,3,4,2,4,2,3,3.5,,Richard,Hot carrots,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta express,Mahi,3/21/16,,,,3.5,4,0,7.3,3,,,,,,3,4.5,3.5,3,3,2,3.5,2.5,4.5,3.5,,Tom,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta express,Fish,4/15/16,,,,3.5,4,0,6.5,2.5,,,,,,3,,3.5,4,4,3,,4,1.5,3.5,,Erin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta express,California,4/15/16,,,,3.5,4,0,6.65,3.5,,,,,,3.5,,3.5,3.5,4.5,3.5,3.5,4,4,4,,Ricardo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta express,California,5/9/16,,,,3.5,4,0,6.95,4,,,21,23,0.88,3,3.5,2,3.5,3,2.5,2.5,2.5,2,2.9,No,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta Express,California,3/16/17,,,,3.5,4,0,7.5,4,,,,,,3,,4,4,3,5,3,4,5,4.1,,Erik,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta Express,Surf & Turf,6/24/17,,,,3.5,4,0,8.55,3,610,0.726190476,20,23,0.84,3,2.5,3,3,3.5,2.8,3.5,2.8,1.5,3,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta Express,California,6/24/17,,,,3.5,4,0,7.8,2.5,620,0.632653061,20.5,24.5,0.98,3,2,3.5,3,3,4,3,3.8,4.5,3.5,,Emily,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallarta Express,California,8/9/17,,,,3.5,4,0,8.35,4.5,,,21,23,0.88,3,3,4,3,4,2.5,4,4.5,4,4.1,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
